case_id,title,authenticity,evidence_level,synthetic,industry,item_type,jurisdiction,amount,currency,card_network,original_reason_code,reason_code,cardholder_claim,merchant_claim,core_conflict,dispute_stage,chargeback_outcome,adjudication_outcome,outcome_scope,result_summary,redo_action,special_tags,responsible_team,manual_review_reason,oceanpilot_can_handle,product_gap,recommendation,source_id,rule_basis,import_outcome,notes
SYN-015,同金额两笔但对应两张不同订单,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,外卖,实体服务,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,DUPLICATE_PROCESSING,同日同金额两笔，商品和收货时间不同,商户按DUPLICATE_PROCESSING准备已有证据并等待人工决定,同日同金额两笔，商品和收货时间不同,SIMULATED_REVIEW,EXPECTED_WON,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_WON。用订单内容、时间和履约分别证明，不只比较金额,用订单内容、时间和履约分别证明，不只比较金额,SAME_AMOUNT_DIFFERENT_ORDERS,TECHNICAL_SUPPORT,POLICY_REVIEW,PARTIAL,用订单内容、时间和履约分别证明，不只比较金额,用订单内容、时间和履约分别证明，不只比较金额,SRC-AIRWALLEX,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,won,纯合成案例；金额、人物、订单与结果均不对应真实交易。
SYN-016,部分退款后消费者发起全额拒付,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,电商,实体商品,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,CREDIT_NOT_PROCESSED,商户已退30%，消费者仍对100%发起争议,商户按CREDIT_NOT_PROCESSED准备已有证据并等待人工决定,商户已退30%，消费者仍对100%发起争议,SIMULATED_REVIEW,EXPECTED_PENDING,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_PENDING。核对剩余争议金额，防止重复退款并提交部分退款凭证,核对剩余争议金额，防止重复退款并提交部分退款凭证,PARTIAL_REFUND_FULL_CHARGEBACK,FINANCE,CONFLICT_OR_WEAK_EVIDENCE,PARTIAL,核对剩余争议金额，防止重复退款并提交部分退款凭证,核对剩余争议金额，防止重复退款并提交部分退款凭证,SRC-STRIPE-BEST,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,pending,纯合成案例；金额、人物、订单与结果均不对应真实交易。
SYN-017,退款与拒付同时在途造成双重赔付,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,旅游,旅行服务,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,CREDIT_NOT_PROCESSED,商户先发退款，隔日收到拒付；两条资金链同时处理中,商户按CREDIT_NOT_PROCESSED准备已有证据并等待人工决定,商户先发退款，隔日收到拒付；两条资金链同时处理中,SIMULATED_REVIEW,EXPECTED_WON,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_WON。冻结重复退款操作，关联原交易与退款ARN/状态，提示双重赔付风险,冻结重复退款操作，关联原交易与退款ARN/状态，提示双重赔付风险,REFUND_CHARGEBACK_COLLISION,FINANCE,POLICY_REVIEW,PARTIAL,冻结重复退款操作，关联原交易与退款ARN/状态，提示双重赔付风险,冻结重复退款操作，关联原交易与退款ARN/状态，提示双重赔付风险,SRC-STRIPE-BEST,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,won,纯合成案例；金额、人物、订单与结果均不对应真实交易。
SYN-018,退款已发起但跨币种到账较慢,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,跨境电商,实体商品,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,CREDIT_NOT_PROCESSED,退款完成后消费者因汇率与到账延迟称未收到,商户按CREDIT_NOT_PROCESSED准备已有证据并等待人工决定,退款完成后消费者因汇率与到账延迟称未收到,SIMULATED_REVIEW,EXPECTED_WON,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_WON。解释退款路径与币种差异，提交可追踪退款记录而非只给内部截图,解释退款路径与币种差异，提交可追踪退款记录而非只给内部截图,FX_AND_POSTING_DELAY,FINANCE,POLICY_REVIEW,PARTIAL,解释退款路径与币种差异，提交可追踪退款记录而非只给内部截图,解释退款路径与币种差异，提交可追踪退款记录而非只给内部截图,SRC-STRIPE-BEST,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,won,纯合成案例；金额、人物、订单与结果均不对应真实交易。
SYN-019,取消发生在续订扣款后一秒,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,SaaS,数字订阅,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,SUBSCRIPTION_CANCELED,系统扣款时间为10:00:00，取消提交为10:00:01,商户按SUBSCRIPTION_CANCELED准备已有证据并等待人工决定,系统扣款时间为10:00:00，取消提交为10:00:01,SIMULATED_REVIEW,EXPECTED_WON,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_WON。使用统一时区与服务器时间；同时检查条款是否清楚说明生效规则,使用统一时区与服务器时间；同时检查条款是否清楚说明生效规则,CANCELLATION_BOUNDARY,CUSTOMER_SUPPORT,POLICY_REVIEW,PARTIAL,使用统一时区与服务器时间；同时检查条款是否清楚说明生效规则,使用统一时区与服务器时间；同时检查条款是否清楚说明生效规则,SRC-STRIPE-BEST,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,won,纯合成案例；金额、人物、订单与结果均不对应真实交易。
SYN-020,用户点取消但后台任务失败,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,视频会员,数字订阅,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,SUBSCRIPTION_CANCELED,前端显示取消成功，后台消息失败仍续费,商户按SUBSCRIPTION_CANCELED准备已有证据并等待人工决定,前端显示取消成功，后台消息失败仍续费,SIMULATED_REVIEW,EXPECTED_LOST,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_LOST。以用户看到的确认和审计日志为准，主动退款并修复状态一致性,以用户看到的确认和审计日志为准，主动退款并修复状态一致性,CANCELLATION_STATE_DIVERGENCE,CUSTOMER_SUPPORT,CONFLICT_OR_WEAK_EVIDENCE,PARTIAL,以用户看到的确认和审计日志为准，主动退款并修复状态一致性,以用户看到的确认和审计日志为准，主动退款并修复状态一致性,SRC-STRIPE-BEST,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,lost,纯合成案例；金额、人物、订单与结果均不对应真实交易。
SYN-021,免费试用转付费提醒进入垃圾邮箱,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,健身应用,数字订阅,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,SUBSCRIPTION_CANCELED,用户未取消试用，条款明确转付费，提醒邮件未读,商户按SUBSCRIPTION_CANCELED准备已有证据并等待人工决定,用户未取消试用，条款明确转付费，提醒邮件未读,SIMULATED_REVIEW,EXPECTED_WON,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_WON。证明显著披露与同意；未读提醒本身不等于已取消,证明显著披露与同意；未读提醒本身不等于已取消,TRIAL_CONVERSION,CUSTOMER_SUPPORT,POLICY_REVIEW,PARTIAL,证明显著披露与同意；未读提醒本身不等于已取消,证明显著披露与同意；未读提醒本身不等于已取消,SRC-STRIPE-BEST,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,won,纯合成案例；金额、人物、订单与结果均不对应真实交易。
SYN-022,离线交易在授权过期后捕获,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,酒店,预授权,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,AUTHORIZATION_ERROR,入住预授权已过期，酒店数日后以旧授权捕获,商户按AUTHORIZATION_ERROR准备已有证据并等待人工决定,入住预授权已过期，酒店数日后以旧授权捕获,SIMULATED_REVIEW,EXPECTED_LOST,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_LOST。核对授权有效期与捕获链；无法证明有效授权时不要硬申诉,核对授权有效期与捕获链；无法证明有效授权时不要硬申诉,EXPIRED_AUTH_CAPTURE,PSP_SUPPORT,CONFLICT_OR_WEAK_EVIDENCE,PARTIAL,核对授权有效期与捕获链；无法证明有效授权时不要硬申诉,核对授权有效期与捕获链；无法证明有效授权时不要硬申诉,SRC-AIRWALLEX,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,lost,纯合成案例；金额、人物、订单与结果均不对应真实交易。
SYN-023,金额调整超过原授权容差,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,租车,增量授权,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,AUTHORIZATION_ERROR,最终扣款包含损坏费，未取得合规增量授权,商户按AUTHORIZATION_ERROR准备已有证据并等待人工决定,最终扣款包含损坏费，未取得合规增量授权,SIMULATED_REVIEW,EXPECTED_LOST,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_LOST。费用真实性与授权有效性是两件事；需补增量授权或接受争议,费用真实性与授权有效性是两件事；需补增量授权或接受争议,AMOUNT_ABOVE_AUTHORIZATION,PSP_SUPPORT,CONFLICT_OR_WEAK_EVIDENCE,PARTIAL,费用真实性与授权有效性是两件事；需补增量授权或接受争议,费用真实性与授权有效性是两件事；需补增量授权或接受争议,SRC-AIRWALLEX,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,lost,纯合成案例；金额、人物、订单与结果均不对应真实交易。
SYN-024,客户撤诉但卡组织案件仍开放并晚反转,RULE_DERIVED_SYNTHETIC,C-RULE-DERIVED,true,电商,卡支付,GLOBAL-SYNTHETIC,,NOT_DISCLOSED,NOT_DISCLOSED,SYNTHETIC,AUTHORIZATION_ERROR,消费者称已联系银行撤诉，商户后台先显示胜诉后又反转,商户按AUTHORIZATION_ERROR准备已有证据并等待人工决定,消费者称已联系银行撤诉，商户后台先显示胜诉后又反转,SIMULATED_REVIEW,EXPECTED_PENDING,NOT_APPLICABLE,SIMULATED_EXPECTATION,模拟预期：EXPECTED_PENDING。客户口头撤诉不等于案件关闭；以正式状态和资金入账为准并持续监控,客户口头撤诉不等于案件关闭；以正式状态和资金入账为准并持续监控,WITHDRAWAL_LATE_WIN_REVERSAL,PSP_SUPPORT,CONFLICT_OR_WEAK_EVIDENCE,PARTIAL,客户口头撤诉不等于案件关闭；以正式状态和资金入账为准并持续监控,客户口头撤诉不等于案件关闭；以正式状态和资金入账为准并持续监控,SRC-AIRWALLEX,依据官方流程/证据原则构造；不是Oceanpayment真实规则或真实案件,pending,纯合成案例；金额、人物、订单与结果均不对应真实交易。
